duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
3,udp,finger,SF,977,4233,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,16,0.029462110578767353,0.033694773157161906,0.02715653705440776,0.07187607817481521,0.8875831714010161,0.10965155622939377,0.0829473665192289,103,99,0.7651212924331678,0.10304713630477363,0.565422370804663,0.03719397880434755,0.01430337021756663,0.010245718010271338,0.0002905747583875351,0.020102718043317577,normal
101,tcp,telnet,REJ,45680,177,0,1,0,7,4,0,1,0,0,3,0,0,1,0,0,0,485,216,0.7218063905984081,0.9416905404233298,0.9417656684101456,0.9754451873368236,0.12124388271008651,0.6879822588069784,0.03974656488918935,79,17,0.0916384431153404,0.45528556214975835,0.2255554349837376,0.04210994751816878,0.8186596243952815,0.5295224713729827,0.01564764937742761,0.01087279926794329,satan
3,udp,http,SF,1414,1917,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,4,0.08006718199594208,0.029109816369737498,0.015312311146835678,0.09559842693402017,0.8501813958927498,0.09794117699297289,0.028260631100217894,78,247,0.98793742847306,0.1691982832980634,0.5814971393930783,0.05001527927368299,0.03956908698224254,0.035034486596680445,0.017210644890138283,0.028778267765122274,normal
419,tcp,private,S0,12530,105,0,1,0,3,1,0,4,0,0,1,0,0,2,0,0,0,365,401,0.6080846068240159,0.6963845613787749,0.9566904591466701,0.8159871638779764,0.15766129253175395,0.716527911709742,0.07335483696717353,207,11,0.18413983820854846,0.9770936923134672,0.004313350195322652,0.0022990632344067953,0.6839630394429135,0.8012165534473459,0.04627292842827228,0.03698412189880022,guess_passwd
159,tcp,eco_i,REJ,27349,116,0,0,0,4,3,0,3,0,0,3,0,0,1,0,0,0,437,492,0.7070885774308997,0.6611300431110949,0.7424762548756263,0.8212682647637085,0.19245355592742613,0.9235519719097854,0.006585686395020329,111,33,0.04379948902755695,0.7431150348920366,0.15769735390980438,0.025245599605671867,0.6914388078188273,0.7904221856078768,0.010614250241957385,0.04052969003009487,smurf
2,udp,finger,SF,1905,2143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0.0350367094714948,0.08184989038768745,0.027441062465575997,0.033438950082052186,0.96539096387916,0.11943161738096011,0.09860512943372299,137,62,0.7371795239659049,0.03444370220435078,0.8747535690500043,0.04343127427606507,0.04264127685702335,0.013007234609989878,0.035415392732718036,0.03268414300732234,normal
0,tcp,finger,SF,1672,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0.018393445246901976,0.08081848100379248,0.04243652894349939,0.0854240725193773,0.8741475759370143,0.006656313975930162,0.04407667087014271,250,154,0.7032448404636873,0.07772643123578762,0.9743279300786067,0.08526192490484263,0.02115619668973695,0.04398149295004411,0.0027342192531129906,0.01287954970944995,normal
0,tcp,http,SF,169,4968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0.021611205508217116,0.016491540860861353,0.011445269716988983,0.011548587362294895,0.8369966189509805,0.1554870320034927,0.013810976118487285,147,138,0.8673446647158053,0.05928752503264892,0.8252792828596189,0.05002960560508554,0.01989720587101477,0.02883660241342752,0.04402059934913502,0.034327256517735855,normal
484,tcp,telnet,S0,41481,71,0,0,0,6,2,0,4,0,0,3,0,0,2,0,0,0,418,496,0.7604989459245128,0.6283581078832566,0.9703713816561872,0.7531765985729942,0.2367990909747923,0.9559621557740315,0.09509370843353451,126,4,0.28910027282253653,0.6938376062391967,0.028162605176369225,0.005932046928912438,0.5915213176683107,0.9850609956901414,0.028688232061087438,0.027686674975264725,portsweep
122,icmp,private,S0,7319,256,0,1,0,4,1,0,3,0,0,1,0,0,1,0,0,0,216,188,0.8476750189409598,0.6699354135829241,0.8823083879815836,0.9503525742084882,0.16050713436590136,0.6465170155364747,0.01394370883599031,235,5,0.25086601921275986,0.4505164541580718,0.13981159183453593,0.058666730243989246,0.8164373302701183,0.7124154720310132,0.045204627575919205,0.014216617505526658,smurf
54,tcp,eco_i,RSTO,17769,293,0,0,0,5,2,0,2,0,0,1,0,0,2,0,0,0,255,265,0.7908324301730392,0.8991493058053881,0.6041808609666497,0.8074401665593621,0.22209335026264967,0.6741758151187547,0.006231200018367345,213,11,0.023433483897797536,0.4009940980453446,0.2452731924758857,0.09768554437214122,0.8319997691682821,0.5250790799888021,0.03430207610131937,0.039922670232653015,satan
145,tcp,private,S0,24608,226,0,1,0,3,3,0,4,0,0,3,0,0,1,0,0,0,286,226,0.8148766607101552,0.9316483892657268,0.9951175540988857,0.8208672259408024,0.2263707369237387,0.6352300259096383,0.04419504246988845,149,8,0.07510442023485762,0.9593086420610163,0.21036812065943797,0.06936083521208147,0.5540892303825644,0.7251058801832766,0.017299927102739705,0.019597376788903966,smurf
364,tcp,private,S0,18545,241,0,1,0,6,4,0,4,0,0,3,0,0,1,0,0,0,508,497,0.9429305958990752,0.8316411782986923,0.6472987653221177,0.9637606161891906,0.11416600980575206,0.783316544869932,0.02565464424346906,100,35,0.29766100369532406,0.9776285970261472,0.27759220140926116,0.07014171225840013,0.8195221691406147,0.8448343403405958,0.03581169212532768,0.012976445723557295,smurf
4,tcp,smtp,SF,1808,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.02945493537899925,0.057048298480440254,0.09500531556754879,0.03215591093867818,0.9334688047607895,0.19898454613069974,0.005665021929982039,146,74,0.9626317081263894,0.1817412339042071,0.9603436003929431,0.0992851358644337,0.04938499902165038,0.040928563759228785,0.001093746664390083,0.026584592893935277,normal
200,tcp,telnet,REJ,33898,25,0,0,0,4,3,0,3,0,0,1,0,0,2,0,0,0,454,371,0.6393279895580063,0.9398833905398701,0.6465694116112484,0.8904852293677408,0.2210256828620671,0.8097796012502786,0.00894908763731117,245,31,0.2886535771494743,0.719450577469658,0.2208062161969795,0.004396031941730084,0.5175002554888395,0.9915591220827443,0.01716622805927729,0.02854073934062215,smurf
300,icmp,telnet,S0,40247,91,0,1,0,6,1,0,1,0,0,3,0,0,1,0,0,0,443,213,0.6825692182217757,0.772380078643636,0.9031013536726857,0.7210968843816961,0.13951963101486417,0.9064563996037185,0.04478985376884355,81,14,0.18662745377498322,0.6226823799358051,0.22181756092480606,0.016688479284517888,0.9194326568630085,0.6243434598555175,0.0030983446407187257,0.038236619092731815,portsweep
92,icmp,private,RSTO,25619,199,0,0,0,4,3,0,1,0,0,1,0,0,0,0,0,0,311,206,0.75006308993385,0.6213736975282146,0.692848788374779,0.7895371445650127,0.24672690166469569,0.7094391278117791,0.018021335147106823,132,38,0.2667403238220603,0.9825864401288943,0.21321586203586293,0.042190297037894176,0.6932312372666433,0.5030102126493328,0.023841898834157185,0.0068309123632636195,smurf
437,icmp,eco_i,S0,18652,268,0,0,0,3,3,0,2,0,0,3,0,0,1,0,0,0,285,389,0.8903571392199268,0.8940904693061256,0.7061062657349927,0.6043461966312734,0.14088002833329372,0.8661536928056792,0.08913970061319593,234,4,0.24930314278052412,0.4827538590739321,0.04735268390515494,0.002877061880178511,0.9042321687428589,0.6631642756771841,0.03691288168816847,0.018997857789860396,smurf
70,icmp,eco_i,S0,31702,90,0,1,0,7,4,0,4,0,0,1,0,0,1,0,0,0,262,441,0.7633637794403019,0.6789177751827102,0.9320112771903115,0.7075022733594961,0.20645115288762814,0.8087525167905636,0.09777886794600828,186,22,0.028761926343343267,0.5536543005834161,0.026354758623203477,0.038151248137759275,0.9821949721515428,0.5785279057053605,0.005822980604934663,0.03256710618807407,guess_passwd
4,icmp,http,SF,1142,2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0.09125825476973021,0.007508938063319093,0.06291979388295943,0.03966739474634016,0.9676352029524156,0.061024612618821666,0.09589621696516361,111,158,0.8557759989358603,0.18055635098376266,0.8463631018917672,0.08079036763148519,0.0338439289171114,0.045625328752739266,0.007698833952443868,0.04719210636818519,normal
52,tcp,eco_i,REJ,23348,219,0,1,0,5,4,0,3,0,0,2,0,0,1,0,0,0,280,233,0.9614522716344565,0.9116316513371903,0.6200335254463352,0.9066081815702406,0.2064964748397278,0.715709287037713,0.02960234709793972,249,35,0.1920949475564757,0.9238575356735211,0.10865688438748257,0.008843409430613526,0.710227489960739,0.5560154693408594,0.029302258288000444,0.03072721123177425,satan
310,tcp,private,S0,7124,201,0,1,0,7,1,0,1,0,0,3,0,0,2,0,0,0,251,508,0.7442432810609997,0.7104698111848686,0.7637217046591578,0.8049233849153,0.28224037198684554,0.577432955967361,0.06550648821908749,180,11,0.07146993211778536,0.7446629281253088,0.06221750854505109,0.09930714913245442,0.6742188375011824,0.9317623958813774,0.007275996572533444,0.011637147564785889,portsweep
0,tcp,finger,SF,1187,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0.0555614525690352,0.08891976853146673,0.03490826074898701,0.053682840120214764,0.9717936659237342,0.11937874029476273,0.04847292546671642,189,171,0.9448185389109873,0.09643496915336634,0.8736432647275634,0.08478694085299282,0.019036525914242226,0.008383433486844566,0.0017422027743498048,0.00200477592147425,normal
4,udp,smtp,SF,1869,4309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0.04047432486712671,0.06943830137535509,0.06267730756752142,0.09527841495754502,0.8474207703597847,0.07373102883101938,0.0001724644256319019,62,71,0.7467837889199541,0.05064168369833855,0.5762250340376298,0.06775903409082219,0.016202979996132384,0.026838841363030524,0.030219269357221214,0.015712148901238728,normal
2,udp,http,SF,1390,3424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.026229116071881477,0.026616181836401177,0.05557121327413968,0.011236987409269117,0.8004816287633926,0.19845398573446582,0.005816689132329933,173,139,0.9204108737162123,0.10784972978807428,0.779276396087165,0.03256119604017939,0.004736362453323229,0.03296740474484193,0.00024417200006238707,0.010964097558509356,normal
0,tcp,smtp,SF,446,3250,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,13,0.033544592594926106,0.0225242302699612,0.03795915366721813,0.02211614192073046,0.8928013728268204,0.15733913977235003,0.07313375496437635,105,120,0.9546558944607249,0.08777174703767635,0.5733721212722402,0.09677741304742828,0.013907931612156916,0.028214956104324913,0.049401238427320575,0.048471389413777745,normal
346,tcp,telnet,RSTO,43826,176,0,1,0,7,4,0,4,0,0,3,0,0,0,0,0,0,236,305,0.6694555856354436,0.702840762558068,0.9383121803798392,0.7586837165177819,0.06068138661571223,0.5129013052285835,0.08410147302395798,121,1,0.18015552539204255,0.6833089453528494,0.14690788512417788,0.07277685510404809,0.5654394115147457,0.5226846618647192,0.00859838235914756,0.02159486394379542,neptune
1,udp,smtp,SF,258,3044,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,21,0.07418209135729177,0.00972126377849395,0.02846504331228087,0.034390819546492105,0.9227891726276901,0.10990170949247949,0.025059853641543364,154,64,0.9814892474553366,0.156287457497484,0.9181976796178777,1.978078267101946e-05,0.03940872628224534,0.032831279375964945,0.0330080091668655,0.02787640449321805,normal
433,tcp,eco_i,REJ,30090,277,0,1,0,4,3,0,4,0,0,3,0,0,1,0,0,0,269,263,0.7436799078011735,0.7623591413178128,0.8817373029238096,0.9304850053812371,0.2588938776658681,0.6140665434325241,0.05828525423770101,203,17,0.13840387946800656,0.5814640901673038,0.047218244283995944,0.059615502937977495,0.9540766387091143,0.5449388027838333,0.0486081333631406,0.020257991212237644,guess_passwd
1,tcp,finger,SF,743,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0.034502798684261475,0.033241513390778354,0.05018048150760679,0.029576486514118108,0.8409443885082086,0.039016079824235966,0.09669350405079175,130,165,0.7314394599440595,0.06503826268555268,0.6033833648397342,0.06684318774590477,0.04774373634625968,0.02515278165997636,0.0046553321064062405,0.04886043565741952,normal
53,tcp,private,S0,40148,297,0,1,0,6,3,0,2,0,0,3,0,0,1,0,0,0,287,186,0.9930650771356271,0.9504103344193665,0.7545978434910795,0.6474110891529875,0.15083840861495562,0.7101475180441162,0.09005545415569338,90,35,0.2971748957587308,0.5914620390514114,0.050491931774332366,0.04847366321877347,0.9187773798982217,0.8039480973513324,0.012482807536397267,0.047315970436600505,satan
135,icmp,eco_i,S0,7196,280,0,0,0,7,1,0,4,0,0,1,0,0,1,0,0,0,486,327,0.7364358218460498,0.6439120669016815,0.6335822301502906,0.9828104806820362,0.10071729468743383,0.5276682276330429,0.09288746871592157,251,16,0.2480369727967543,0.6724574005009625,0.11321260659649716,0.0448951135279468,0.629215080107877,0.9200963917576644,0.03124136555925046,0.007414599320828919,guess_passwd
214,tcp,eco_i,S0,14824,188,0,0,0,7,2,0,1,0,0,1,0,0,2,0,0,0,300,295,0.8336323007064365,0.7248896689867119,0.616160622702096,0.8717481842025534,0.07069608765028887,0.8293906363159352,0.052012760327188205,189,16,0.045229889109847786,0.7146954990356578,0.27571956560108263,0.09076730004351181,0.6153797990970404,0.5607655499864304,0.0004224190757966817,0.005993396393178297,smurf
4,tcp,finger,SF,205,3239,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,12,0.023589225418204074,0.06659147006024933,0.05779455714096254,0.09083371498543003,0.9311110224777732,0.12502201289369413,0.09398798208543054,132,50,0.9241240266793197,0.1772092088889753,0.8245117028629247,0.09495438475079024,0.018004981523751653,0.030250977997723763,0.04963346807246954,0.018234716196773044,normal
2,tcp,finger,SF,1213,3789,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,23,0.013870760315880927,0.010823043683686818,0.05985697922971579,0.09470626418914287,0.8118280644011653,0.1764099103007408,0.05104252496476197,75,216,0.937789741888261,0.18422053269145314,0.9413714738107932,0.01881812186687595,0.002830760231588259,0.04551992874657276,0.027729856509655267,0.02302515078848314,normal
0,tcp,smtp,SF,1630,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0.005429108774791258,0.02675326983665324,0.022269101895928647,0.000966305376024823,0.8798188999544327,0.16190599136180442,0.014089086176888012,251,118,0.7197925832720228,0.17741185672749582,0.5596610047055854,0.08289241307856099,0.04604854739921292,0.045106386167582294,0.006285360190322065,0.008428302982594633,normal
3,tcp,finger,SF,1160,4612,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,22,6,0.07108876827294898,0.06394069902916004,0.05843924473886134,0.0038920530786573427,0.9458526558329465,0.0893948004652883,0.029769439027588475,184,92,0.856820673631572,0.10627582451827432,0.5487811981407963,0.08312603284579195,0.016355726697254935,0.023869210677035582,0.02652998408499596,0.044399296534710385,normal
244,tcp,eco_i,REJ,5694,146,0,0,0,5,4,0,4,0,0,3,0,0,1,0,0,0,347,485,0.8907375953319521,0.6827217058056878,0.8431477226007702,0.6872044648179134,0.1222304043311682,0.7673374291134292,0.030981071611619327,216,18,0.06146293312884643,0.5419857008249338,0.1046114985179274,0.02183237586887691,0.9917653910331627,0.5585229347582372,0.004578788988094451,0.048707298533669695,smurf
2,tcp,finger,SF,1273,2623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,16,0.09643240868848629,0.09375623209065953,0.07349430985905413,0.05414499605548907,0.8319047867791959,0.09416909871983481,0.030934733874665856,254,129,0.7047827316900075,0.10455876874385284,0.9435981304682399,0.08597142142737163,0.0499561498085996,0.040417425451580224,0.047824642535307355,0.005141757579338735,normal
0,tcp,smtp,SF,1170,4885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0.014775344507210741,0.0345697030650858,0.028029043159685588,0.06325084961536467,0.8667827107561606,0.03250663764338113,0.010795928499490237,61,111,0.9446361809576952,0.05530324795413025,0.6417937857209552,0.06250713107588964,0.020671939740977037,0.005418762593422688,0.007655397603197851,0.024687644865340086,normal
324,icmp,private,REJ,36086,119,0,1,0,4,2,0,4,0,0,3,0,0,2,0,0,0,205,352,0.6252833811426036,0.9964720596611452,0.6600159689309335,0.7253881615146707,0.29334990319671556,0.6622534141632882,0.05874048685553932,151,34,0.230720087838348,0.763079780085888,0.06438987923337733,0.02348051622524724,0.6381802178257108,0.9191171618582792,0.039929451285426604,0.007043198173405868,guess_passwd
148,icmp,telnet,S0,8573,81,0,1,0,7,4,0,2,0,0,3,0,0,0,0,0,0,268,323,0.6033980552674336,0.7529412628354706,0.6204920610820271,0.9917451820357954,0.2823016737294735,0.5379475196894357,0.07624162691729436,84,33,0.11826383318586275,0.9406893864748102,0.01788474863207835,0.03303480902107726,0.6731751456746673,0.5035507145572375,0.043770201922248175,0.03916855017039089,smurf
4,udp,http,SF,194,1882,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,14,0.060100055093567806,0.04307969247440557,0.09747593335456102,0.09729051002113627,0.918479534498363,0.007237915524115013,0.05085428092774855,181,70,0.9659568682576132,0.07613475292676311,0.7985743714508609,0.006439577411570186,0.03498301779925496,0.011217711519054818,0.00832028735237851,0.01890788978160617,normal
4,tcp,smtp,SF,864,1657,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.06620882682570119,0.07225288223332409,0.012506402308116216,0.022281982356387564,0.9583549841410384,0.0026744266241082617,0.08394709492122664,101,198,0.911058293558009,0.13369607956688265,0.6407496280273752,0.05936778629416548,0.030691490421824136,0.011114667009526891,0.02118123624933295,0.006647623445475221,normal
3,tcp,finger,SF,1751,4308,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,22,0.0474382132911368,0.051589040044433356,0.008014720987054169,0.03583967343058016,0.9691089285108009,0.025466687901329443,0.06043041635501925,188,233,0.7886933261834776,0.0010520246567466086,0.6178982040123282,0.012912367972018847,0.03336920424803804,0.04762613054586445,0.025442492781078865,0.04575970788967475,normal
4,icmp,http,SF,1332,3875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0.09518324486974689,0.07626708585475125,0.03545126561783568,0.0808932487590801,0.9962794665664223,0.16912627366392433,0.04235301948939185,181,252,0.9769940662904992,0.06133883958603044,0.9412115488269417,0.01297419898170561,0.03881996854332667,0.02651659838010072,0.004825024145689638,0.041149726478336146,normal
3,udp,finger,SF,1758,1492,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,29,0.06816108483374057,0.059432284478732327,0.005878966156701604,0.08189428485310085,0.9700109462245893,0.023437104566919678,0.01857041730663156,194,197,0.7351868543250376,0.09099436014163312,0.7875851746561163,0.010495986351913645,0.03960179102317973,0.04582230512954722,0.008034519395867374,0.04518107201140787,normal
407,tcp,eco_i,S0,30163,118,0,0,0,5,4,0,3,0,0,3,0,0,0,0,0,0,233,317,0.7123767713412752,0.7511159857982584,0.954252318516929,0.897964637292668,0.007335665521821976,0.5598327268840282,0.09576242210153021,163,36,0.10726724551455144,0.4109514167349771,0.060599838128366085,0.001087095844232433,0.6645913220960131,0.9659656389638116,0.04392973252218282,0.03266848518579532,portsweep
1,tcp,finger,SF,971,4955,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,29,0.05371871543270334,0.01384027990162019,0.09765430134530637,0.09420677336713595,0.9057628981900679,0.022610529206501084,0.050918278286192165,112,74,0.9992611507633105,0.09375956457162234,0.8026591121397562,0.051956937816255024,0.04841607220016764,0.04706057170641969,0.021999402907989227,0.03796245770542047,normal
2,tcp,smtp,SF,1122,3500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,16,0.009184801608002958,0.072803424137837,0.07067485835975892,0.08344040447135034,0.9568032001913817,0.1970091751370436,0.029137985830025415,76,224,0.8619775732281363,0.07800072394263502,0.6378906231951778,0.01685363112420898,0.03868658274865458,0.02318755476229984,0.00010703824961526554,0.0397884569813441,normal
1,udp,smtp,SF,1936,1849,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,11,0.007726603025365365,0.03826555038141371,0.09057570318298429,0.07422330710244272,0.9802017258341417,0.07295734835843984,0.050060422476008726,55,155,0.8380809542241265,0.08588601556605746,0.9399328216556426,0.0486672142106845,0.007509539752895223,0.01835860818148216,0.04407845015246571,0.017148294148747984,normal
1,udp,smtp,SF,1437,976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.05952156885166496,0.053441895224184605,0.08379796982340677,0.05538624813062414,0.9375773731186905,0.0022858210463098327,0.07055162609377362,115,197,0.8423237381018931,0.03999271058391736,0.7159481732478475,0.01831211274791248,0.03531695014753865,0.036302958472709757,0.03501357364148486,0.049452358344043976,normal
99,tcp,private,S0,45275,79,0,1,0,2,2,0,4,0,0,1,0,0,1,0,0,0,272,427,0.7369615581603176,0.9844683278898322,0.7965725888156052,0.6723003098006664,0.12028053231777053,0.8233836418711531,0.02185291433752239,225,35,0.02211699384402298,0.48773945987944445,0.2924275369333739,0.005409767293730283,0.8492536000693607,0.5688596899214596,0.047627739243824074,0.021983390222893542,portsweep
3,tcp,finger,SF,1149,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0.08282250273143216,0.08631515301608475,0.06485696333643778,0.07262085234239567,0.8668651724488255,0.12372031547108474,0.016617018853563006,54,151,0.8894550249535382,0.014309609714715066,0.576189515929137,0.0008883801626070498,0.046649248548343604,0.022077245634251542,0.019753786184305407,0.031128057899403816,normal
3,tcp,smtp,SF,486,2641,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,23,0.0866170430817744,0.05526613561036467,0.03528094362278596,0.04341487843603728,0.9857207276445665,0.19169991060482558,0.0005488396134590402,180,227,0.8192713626884037,0.12863487267794624,0.7316417636026179,0.04985321322835275,0.007782569231303088,0.0013454575618675247,0.014039374207985284,0.03544320211679705,normal
53,tcp,eco_i,REJ,13249,297,0,1,0,5,2,0,3,0,0,1,0,0,1,0,0,0,499,322,0.9828697395421386,0.7381355559045616,0.663624880699231,0.7949084682949222,0.023673115457952976,0.883270625682649,0.06181365822222287,87,32,0.299228373190597,0.7435350830287246,0.020462741441215116,0.09418730834043114,0.8897120305992289,0.7612979629312453,0.01856543993596708,0.0002686439895061843,satan
